name;price;package_count;description;category_1;category_2;category_3;category_4;category_5;image_1;image_2;;Артикул;В упаковке, досок;Вес упаковки, кг.;Влагостойкий;Габариты (Д х Ш х В);Дизайн;Доставка по Москве от 25 000 руб.;Класс износостойкости;Количество полос;Коллекция;Площадь в упаковке, м.кв;Порода дерева;Производитель;Срок поставки;Срок службы, лет;Страна производства;Тип;Тип фаски;Толщина доски, мм;Цвет
Ламинат SOTTY Гладиолус 9/33 4V 13257 Касабланка 1292x194;2 457;1.75;Ламинат SOTTY Гладиолус 9/33 4V 13003 Касабланка 1292x194;Каталог;Напольные покрытия;Ламинат;SOTTY;Ламинат SOTTY Гладиолус 9/33 4V 13257 Касабланка 1292x194;unic/img/d817465459e41b3fae7c82d3175ab7a9.webp;unic/img/8ebaa1b7873bbb35b9ad88dcc032c1d2.webp;;13257;7;14;да;1292x194x9;Дерево;Бесплатно;33;Однополосный;Гладиолус;1.75;Дуб;SOTTY;от 24 часов;15;Россия;"Бытовой,
Износостойкий,
Коммерческий";С 4-х сторон;9;Серый
